"enterprise","record_number","msa","perc_minority","tract_income_ratio","borrower_income_ratio","loan_purpose","federal_guarantee","borrower_race","co_borrower_race","borrower_gender","co_borrower_gender","num_units","affordability","year","type"
1,759,1,1,3,3,1,4,5,5,2,1,1,4,2013,0
1,167,1,3,2,3,2,4,5,5,2,1,1,4,2010,1
2,30,1,2,2,2,1,4,5,5,1,2,1,9,2008,0
1,898,1,3,3,3,8,4,5,5,1,2,1,4,2014,0
1,735,1,3,1,1,8,4,3,9,2,4,1,2,2010,0
1,994,1,3,3,3,2,4,2,9,1,4,1,4,2012,1
1,232,1,2,3,2,2,4,5,9,2,4,1,4,2008,1
1,86,1,3,3,3,8,4,2,9,2,4,1,4,2012,0
1,10,1,3,2,1,2,4,9,9,2,4,1,3,2010,1
2,713,1,3,3,3,2,4,2,2,1,2,1,4,2012,1
1,329,0,2,2,2,2,4,5,9,1,4,1,4,2013,1
1,489,1,1,3,3,2,4,9,9,1,2,1,4,2011,1
2,839,1,2,2,3,1,4,5,5,1,2,1,4,2015,1
2,87,1,3,1,1,2,4,5,9,2,5,1,2,2010,1
1,106,1,1,3,3,1,4,5,5,1,2,1,4,2009,0
1,305,1,3,2,3,8,4,5,7,1,2,1,4,2012,0
2,230,1,2,3,2,8,4,9,9,1,2,1,9,2008,0
1,719,1,2,3,3,8,4,9,9,3,3,1,4,2011,0
1,965,1,1,3,2,8,4,2,9,2,4,1,4,2013,0
1,797,1,2,2,3,2,4,5,5,1,2,1,4,2013,1
2,511,1,3,2,2,2,4,5,5,2,1,1,9,2008,1
2,783,1,1,3,3,1,4,5,5,1,2,1,4,2013,0
1,318,1,2,1,3,2,4,5,5,1,2,1,4,2013,1
1,68,1,3,1,1,2,4,7,9,2,4,1,2,2015,1
1,4,1,3,2,2,1,4,2,9,1,4,2,4,2014,1
1,136,1,1,3,3,8,4,2,9,1,4,1,4,2010,0
2,122,1,2,3,2,8,4,2,9,1,5,1,4,2015,0
1,777,0,2,3,3,2,4,5,5,1,2,1,4,2012,1
1,174,1,3,1,1,2,4,4,9,2,4,1,2,2012,1
1,966,1,3,3,3,1,4,5,9,2,4,1,4,2012,1
2,319,1,1,3,3,8,4,5,5,1,2,1,4,2010,0
1,140,1,3,1,2,1,4,7,9,1,4,1,1,2014,1
1,176,0,1,2,3,2,4,5,5,1,2,1,4,2008,1
2,518,1,2,3,3,8,4,5,9,2,5,1,4,2015,0
2,733,1,1,3,3,1,4,5,5,1,2,1,9,2008,0
1,150,1,3,2,1,2,4,2,9,2,4,1,3,2013,1
1,394,1,1,3,3,8,4,9,9,3,4,1,4,2011,0
1,499,1,2,3,3,2,4,9,9,1,2,1,4,2013,1
1,655,1,3,2,3,2,4,2,9,1,4,1,4,2010,1
1,511,0,1,3,1,1,4,5,9,2,4,1,3,2012,0
2,346,1,1,3,3,2,4,5,9,1,5,1,4,2011,1
2,608,1,2,3,2,8,4,5,9,2,5,1,9,2008,0
1,612,1,3,1,3,8,4,5,9,1,4,1,4,2014,0
1,27,0,1,2,3,2,4,5,5,1,2,1,4,2012,1
2,858,1,1,3,2,2,4,5,5,3,2,1,4,2010,1
1,761,1,1,2,3,8,4,5,9,2,4,1,4,2012,0
1,849,1,2,3,3,2,4,5,9,1,4,1,4,2012,1
1,105,1,2,3,3,1,4,5,9,2,4,1,4,2015,1
2,617,1,3,2,3,1,4,6,6,1,2,1,4,2014,1
2,848,1,3,1,3,2,4,9,9,3,3,1,4,2012,1
2,42,1,2,3,3,2,4,5,5,1,2,1,4,2011,1
2,592,1,2,2,2,1,4,5,5,1,2,1,9,2008,1
1,628,1,2,3,3,8,4,5,9,1,4,1,4,2013,0
1,644,1,2,3,3,2,4,9,9,1,2,1,4,2012,1
2,624,1,1,3,3,8,4,6,6,1,2,1,4,2010,0
1,59,1,2,3,3,8,4,5,9,1,4,1,4,2012,0
1,732,1,1,2,3,8,4,5,5,1,2,1,4,2009,0
1,260,1,1,3,3,1,4,5,5,2,1,1,4,2015,0
1,482,0,1,2,3,1,4,5,5,1,2,1,4,2014,1
1,54,1,1,2,3,1,4,5,5,1,2,1,4,2008,0
1,375,1,2,3,3,2,4,5,9,1,4,1,4,2008,1
1,526,1,3,2,1,1,4,2,9,2,4,2,3,2009,1
2,463,1,3,1,3,2,4,3,9,1,5,1,4,2013,1
2,96,1,3,2,3,2,4,9,9,3,3,1,4,2010,1
2,705,1,1,3,3,8,4,5,9,1,5,1,4,2013,0
1,66,0,1,2,3,1,4,5,5,1,2,1,4,2008,1
1,554,1,3,3,2,8,4,7,9,2,4,1,4,2011,0
2,717,1,1,3,3,8,4,5,5,1,2,1,9,2008,0
2,29,1,2,3,3,8,4,5,5,2,1,1,9,2009,0
2,855,1,2,3,3,2,4,5,9,2,5,1,4,2014,1
2,954,1,1,3,3,8,4,5,5,1,2,1,9,2008,0
2,450,1,2,3,3,1,4,7,9,1,5,1,4,2015,0
2,497,1,2,3,3,8,4,2,9,1,5,1,4,2015,0
1,734,1,3,1,1,2,4,3,9,2,4,1,2,2013,1
2,20,1,2,3,9,2,4,5,5,1,2,1,0,2015,1
1,66,0,1,2,3,2,4,5,5,1,2,1,4,2012,1
2,271,1,3,2,3,1,4,2,9,1,5,1,9,2008,0
2,39,1,1,3,1,2,4,5,9,1,5,2,3,2008,1
1,973,1,1,3,3,2,4,9,9,3,3,1,4,2013,1
2,915,1,3,2,3,1,4,5,9,2,5,1,4,2012,1
1,281,0,1,2,3,1,4,5,9,1,4,1,4,2013,0
2,686,1,1,3,3,2,4,9,9,3,3,1,9,2008,1
1,581,1,1,3,3,8,4,5,9,2,4,1,4,2011,0
2,478,1,1,2,3,2,4,5,9,1,5,1,4,2015,1
1,518,1,3,2,3,1,4,7,9,1,4,1,4,2015,1
1,921,1,1,2,3,2,4,5,5,1,2,1,4,2010,1
1,476,1,2,2,3,2,4,7,9,2,4,1,4,2008,1
1,910,1,3,3,3,1,4,5,5,1,2,1,4,2015,0
1,357,1,2,2,3,8,4,5,9,2,4,1,4,2012,0
1,361,1,2,2,2,2,4,5,9,1,4,1,4,2009,1
2,391,1,1,2,1,8,4,5,9,1,5,1,3,2012,0
1,696,1,2,2,1,8,4,5,5,1,2,1,3,2013,0
1,103,1,2,2,2,1,4,5,9,1,4,1,4,2014,0
1,286,1,2,1,2,8,4,1,9,1,4,1,1,2012,0
2,262,0,1,2,3,1,4,5,5,2,1,1,4,2012,0
1,987,1,2,3,3,8,4,5,5,1,2,1,4,2009,0
1,250,1,3,1,2,1,4,5,9,2,4,1,1,2009,0
1,336,0,9,9,9,8,4,5,9,1,4,1,0,2011,0
2,469,1,2,2,3,2,4,5,5,1,2,1,4,2011,1
1,197,1,1,3,3,1,4,5,5,1,2,1,4,2010,1
2,353,0,1,1,3,1,4,5,5,1,2,1,4,2015,0
1,550,1,2,3,3,2,4,5,5,2,1,1,4,2013,1
1,223,1,3,2,3,8,4,5,5,2,1,1,4,2012,0
1,133,1,1,2,3,1,4,5,5,2,1,1,4,2015,0
1,247,1,2,3,3,8,4,5,5,1,2,1,4,2013,0
1,676,0,1,2,2,8,4,5,5,1,2,1,4,2008,0
2,13,1,1,3,3,8,4,5,5,1,2,1,4,2011,0
2,778,1,2,3,2,8,4,5,9,2,5,1,9,2008,0
1,312,0,2,2,3,1,4,5,5,1,2,1,4,2013,1
2,519,0,1,2,3,2,4,5,9,1,5,1,4,2014,1
1,642,1,2,3,3,2,4,2,2,1,2,1,4,2012,1
2,116,1,1,3,3,8,4,9,9,1,5,1,9,2008,0
2,490,1,2,3,3,8,4,2,2,1,2,1,4,2011,0
2,108,1,1,3,3,1,4,5,5,1,2,1,4,2012,1
1,652,1,2,1,2,2,4,5,5,1,2,1,1,2012,1
2,972,1,1,2,3,1,2,7,5,1,2,1,4,2013,0
2,719,1,3,3,2,2,4,2,9,1,5,1,9,2009,1
2,816,1,3,2,3,2,4,5,9,1,5,1,4,2014,1
1,235,1,3,2,3,8,4,2,9,2,4,1,4,2013,0
1,552,1,2,2,2,1,4,5,5,1,2,1,4,2013,1
2,787,1,1,3,3,2,4,5,5,1,2,1,4,2012,1
1,638,1,1,2,3,1,4,5,5,1,2,1,4,2009,0
1,63,0,2,2,3,2,4,5,9,1,4,1,4,2012,1
1,152,0,1,2,3,8,4,5,7,1,2,1,4,2012,0
2,926,1,1,2,3,2,4,5,9,1,5,1,4,2011,1
1,696,1,2,3,3,2,4,9,9,1,2,1,4,2010,1
2,178,1,2,3,3,1,4,5,9,1,5,1,4,2015,1
1,595,1,2,3,3,2,4,9,5,1,2,1,4,2011,1
1,233,0,1,2,3,8,4,5,5,1,2,1,4,2009,0
1,101,1,2,2,3,8,4,5,5,1,2,1,4,2013,0
1,831,0,1,2,3,8,4,5,5,1,2,1,4,2014,0
2,536,1,1,3,3,2,4,5,9,1,5,1,9,2009,1
1,393,1,1,3,3,2,4,5,9,1,4,1,4,2015,1
1,255,1,1,3,3,8,4,5,5,1,2,1,4,2012,0
2,251,1,1,2,1,2,4,5,9,2,5,1,3,2011,1
2,979,1,2,2,2,2,4,5,9,4,5,1,4,2010,1
1,306,1,3,3,2,2,4,5,5,1,2,1,4,2015,1
1,227,1,2,3,3,8,4,5,9,1,4,1,4,2011,0
2,971,1,2,3,3,8,4,5,5,1,2,1,4,2015,0
1,987,1,2,3,3,8,4,9,9,1,2,1,4,2011,0
2,422,1,3,3,3,2,4,9,9,1,5,1,4,2015,1
1,715,1,1,2,2,8,4,5,9,2,4,1,4,2011,0
2,890,1,3,3,3,1,4,5,5,2,1,1,9,2008,0
1,485,1,3,2,2,8,4,5,5,1,2,1,4,2012,0
1,704,1,3,2,3,1,4,5,7,1,2,1,4,2012,0
2,982,1,1,2,3,1,2,5,5,1,2,1,4,2010,1
2,940,0,1,2,1,8,4,5,9,1,5,1,3,2009,0
1,828,1,2,2,3,2,4,5,5,1,2,1,4,2008,1
1,399,1,3,3,3,8,4,9,5,3,3,1,4,2013,0
1,291,1,3,2,3,8,4,9,9,3,3,1,4,2009,0
1,233,1,1,2,2,2,4,5,5,1,2,1,4,2015,1
1,823,1,2,2,3,1,4,5,5,1,1,1,4,2014,1
1,361,1,2,2,3,8,4,5,9,1,4,1,4,2009,0
2,90,1,1,2,2,2,4,7,9,2,5,1,4,2011,1
2,559,1,1,2,3,2,4,2,2,1,2,1,4,2011,1
1,858,1,2,3,1,2,4,5,5,2,1,1,3,2012,1
1,139,1,2,3,3,2,4,5,5,1,2,1,4,2009,1
1,913,1,2,3,3,8,4,5,5,1,2,1,4,2011,0
1,35,1,1,2,3,8,4,9,9,1,4,1,4,2011,0
2,395,1,3,2,3,1,4,2,9,1,5,1,4,2015,0
2,328,1,1,2,2,8,4,5,9,2,5,1,4,2012,0
2,602,1,2,2,3,1,4,5,9,2,5,1,4,2015,1
1,202,1,1,3,3,2,4,5,5,1,2,1,4,2010,1
2,579,1,1,3,3,2,4,5,5,1,2,1,4,2011,1
2,625,1,3,2,3,1,4,7,9,1,5,1,4,2012,0
1,270,1,2,2,3,2,4,7,7,1,2,1,4,2013,1
2,237,1,1,2,3,8,4,5,5,1,2,1,9,2008,0
2,386,1,1,2,3,2,4,5,9,1,5,1,4,2013,1
1,119,0,2,2,3,8,4,5,5,1,2,1,4,2012,0
1,393,1,2,2,3,8,4,5,5,1,2,1,4,2012,0
1,6,1,3,2,3,1,4,3,3,2,1,1,4,2014,1
2,142,1,2,3,3,1,4,2,9,1,5,1,9,2008,1
2,757,1,3,2,3,8,4,9,9,3,5,1,4,2010,0
2,470,1,3,3,2,8,4,5,9,1,5,1,4,2013,0
1,312,1,2,2,3,2,4,5,5,2,1,1,4,2012,1
1,481,1,3,3,3,2,4,5,9,1,4,1,4,2013,1
1,641,1,2,3,2,2,4,5,5,1,2,1,4,2010,1
1,541,1,2,2,3,2,4,5,5,1,2,1,4,2015,1
1,414,1,3,3,3,1,4,5,9,2,4,1,4,2013,1
1,307,1,1,2,3,2,4,5,5,2,1,1,4,2012,1
2,50,1,2,3,2,2,4,5,9,2,5,1,4,2013,1
2,246,1,1,3,3,1,4,5,5,1,2,1,4,2011,1
1,810,1,2,3,3,2,4,5,9,1,4,1,4,2015,1
1,972,1,2,3,3,2,4,3,9,1,4,1,4,2011,1
1,513,1,1,3,2,1,4,5,9,2,4,1,4,2015,0
2,312,1,2,3,3,2,4,5,5,1,2,1,4,2014,1
1,406,1,2,2,3,2,4,5,9,2,4,1,4,2011,1
1,984,1,1,3,3,1,4,5,5,1,2,1,4,2015,1
2,243,1,2,3,3,8,4,5,5,1,2,1,4,2012,0
1,556,1,2,3,3,1,4,5,5,1,2,1,4,2015,0
1,516,1,3,2,3,2,4,2,9,1,4,1,4,2015,1
2,891,1,1,2,2,1,4,5,5,1,1,1,4,2014,1
2,330,1,1,2,3,1,4,5,5,1,2,1,4,2012,0
1,325,1,3,2,3,2,4,9,9,2,1,1,4,2015,1
2,763,1,3,2,2,1,4,7,9,1,5,1,4,2012,1
1,240,1,3,2,1,8,4,3,9,2,4,1,3,2015,0
1,74,0,2,2,3,1,4,5,5,1,2,1,4,2013,1
1,390,1,3,1,3,2,4,9,9,3,4,1,4,2011,1
1,830,1,2,2,3,1,4,5,5,1,2,1,4,2014,1
1,502,1,1,3,3,1,4,9,9,1,2,1,4,2008,1
1,370,1,3,2,3,8,4,3,9,2,4,1,4,2012,0
2,534,1,3,2,3,2,4,9,9,3,5,1,4,2010,1
1,869,1,3,2,2,1,4,5,9,1,4,4,4,2015,1
1,168,1,2,3,3,8,4,5,9,2,4,1,4,2012,0
1,170,1,3,3,3,8,4,9,9,1,2,1,4,2013,0
1,900,1,2,3,3,2,4,5,5,1,2,1,4,2012,1
1,497,1,2,3,3,8,4,5,5,1,2,1,4,2012,0
1,510,1,2,1,3,1,4,5,9,2,4,1,4,2011,0
1,602,1,1,2,3,2,4,5,5,1,2,1,4,2008,1
1,759,1,3,1,2,1,4,5,9,1,4,1,1,2014,0
2,530,0,2,1,3,2,4,5,5,1,2,1,4,2012,1
1,655,1,2,3,3,2,4,5,5,1,2,1,4,2012,1
1,664,1,1,2,2,8,4,5,9,1,4,1,4,2008,0
2,92,1,1,2,2,1,4,9,9,2,5,1,4,2010,0
2,216,1,1,3,2,1,4,5,9,2,5,1,4,2014,1
2,336,1,1,2,3,8,4,5,5,1,2,1,4,2011,0
1,94,1,3,3,3,1,4,5,5,1,2,1,4,2014,0
2,393,1,2,1,3,2,4,5,5,1,2,1,4,2012,1
2,958,1,3,2,1,1,4,5,9,2,5,1,3,2010,1
2,318,1,3,1,3,1,4,7,9,2,5,1,9,2008,0
1,61,0,1,2,2,1,4,5,9,1,4,1,4,2015,0
1,760,1,3,2,2,8,4,5,9,2,4,1,4,2015,0
1,578,0,2,2,3,2,4,5,5,1,2,1,4,2013,1
1,611,1,2,2,3,8,4,5,5,1,2,1,4,2009,0
1,989,1,2,3,3,2,4,5,5,1,2,1,4,2010,1
1,943,1,1,2,3,1,4,5,9,1,4,1,4,2009,1
2,53,1,1,3,3,2,4,5,5,1,2,1,4,2013,1
2,723,1,2,3,3,2,4,5,5,1,2,1,9,2009,1
1,195,1,2,3,3,1,4,5,9,2,4,1,4,2012,0
1,265,1,2,2,3,8,4,5,5,1,2,1,4,2012,0
1,593,1,2,2,3,2,4,5,5,1,2,1,4,2012,1
2,268,1,3,1,3,1,4,5,9,1,5,1,4,2015,0
2,277,1,2,3,3,2,4,5,9,2,5,1,4,2012,1
2,3,1,1,2,3,1,4,5,5,1,2,1,4,2013,0
2,811,1,3,3,3,2,4,7,7,2,1,1,4,2010,1
1,813,1,1,3,3,1,4,2,2,1,2,1,4,2009,1
1,613,1,2,3,3,1,4,5,5,1,2,1,4,2009,0
2,863,1,1,2,3,8,4,5,5,1,2,1,9,2009,0
1,320,1,3,2,3,8,4,7,3,2,2,1,4,2014,0
2,777,1,2,3,3,2,4,5,5,1,2,1,9,2009,1
2,512,1,2,2,3,8,4,5,9,1,5,1,9,2009,0
2,593,1,3,1,3,1,4,2,2,1,2,2,9,2009,1
2,47,1,2,3,2,2,4,5,9,2,5,1,4,2015,1
2,879,1,2,3,2,2,4,5,9,2,5,1,9,2009,1
2,785,1,2,3,3,1,4,9,9,1,2,1,4,2015,0
1,802,1,2,1,3,1,4,5,5,1,2,1,4,2015,1
1,984,1,1,2,2,8,4,5,9,1,4,1,4,2010,0
2,987,1,3,2,3,8,4,2,2,1,2,1,4,2010,0
1,26,1,1,3,3,8,4,5,5,1,2,1,4,2015,0
2,661,1,1,3,3,1,4,2,2,1,2,1,4,2012,0
2,772,1,1,3,3,2,4,5,5,3,3,1,9,2008,1
1,464,1,3,3,3,1,4,3,3,2,1,1,4,2013,0
2,838,1,1,2,3,8,4,9,9,9,5,1,4,2010,0
1,256,1,2,2,3,8,4,5,5,1,2,1,4,2010,0
2,351,1,3,1,1,2,4,5,9,2,5,1,2,2015,1
1,260,1,2,3,3,1,4,3,5,1,2,1,4,2013,1
1,75,1,3,1,1,8,4,5,9,2,4,1,2,2012,0
1,508,1,1,2,3,1,4,9,9,1,4,1,4,2008,0
1,646,1,2,2,1,2,4,7,9,1,4,1,3,2009,1
1,728,1,2,3,3,8,4,9,9,3,1,1,4,2010,0
1,13,0,1,2,3,2,4,5,5,1,2,1,4,2011,1
2,635,1,2,2,3,1,4,5,9,2,5,1,4,2010,1
1,382,1,1,3,3,8,4,5,5,1,2,1,4,2009,0
1,632,1,1,3,2,2,4,5,5,1,2,1,4,2010,1
2,82,1,1,2,3,2,4,5,9,1,5,1,4,2013,1
2,794,1,1,3,3,1,4,5,9,1,5,1,9,2009,1
1,401,1,3,2,2,2,4,5,9,2,4,1,4,2015,1
2,655,1,2,2,2,2,4,5,5,1,2,1,4,2012,1
2,644,0,1,2,2,8,4,5,5,1,2,1,4,2013,0
1,943,1,3,2,3,2,4,2,9,1,4,1,4,2013,1
2,99,1,2,3,3,8,4,5,5,1,2,1,4,2012,0
1,85,1,2,3,3,1,4,5,5,1,2,1,4,2012,1
1,327,1,1,3,2,2,4,2,9,2,4,1,4,2013,1
1,625,1,2,1,1,8,4,5,9,2,4,1,2,2013,0
1,238,1,2,3,2,8,4,9,9,2,1,1,4,2009,0
2,964,1,1,3,3,1,4,5,5,1,2,1,4,2013,0
1,875,0,1,2,3,8,4,5,9,1,4,1,4,2011,0
1,37,0,1,2,2,1,4,5,5,2,2,1,4,2008,0
2,359,1,2,2,3,1,4,5,5,2,2,1,9,2009,0
1,343,1,1,1,3,2,4,5,5,2,1,1,4,2012,1
2,256,1,1,3,3,2,4,5,5,1,2,1,4,2012,1
1,176,0,2,2,2,8,4,5,9,2,4,1,4,2010,0
2,387,1,3,3,3,8,4,2,2,1,2,1,4,2012,0
1,706,1,1,2,1,1,4,5,9,1,4,1,3,2008,1
1,265,1,1,2,2,8,4,5,9,1,4,1,4,2008,0
1,455,1,2,3,3,2,4,5,5,1,2,1,4,2009,1
1,69,1,2,3,3,2,4,5,9,2,4,1,4,2012,1
2,709,1,2,3,3,8,4,5,9,2,5,1,4,2012,0
1,302,1,2,3,3,1,4,7,7,2,1,1,4,2010,1
1,284,0,2,2,3,8,4,5,5,1,2,1,4,2008,0
2,266,1,1,2,3,2,4,5,5,1,2,1,4,2010,1
1,87,1,1,3,2,1,4,5,9,2,4,1,4,2009,1
2,238,1,2,3,3,1,4,5,5,1,2,1,4,2011,0
1,597,1,2,2,3,8,4,5,2,1,2,1,4,2011,0
1,93,1,2,2,2,1,4,7,9,1,4,1,4,2014,0
1,915,1,3,2,3,1,4,5,5,1,2,1,4,2015,0
2,146,1,3,3,9,2,4,7,9,1,5,1,0,2014,1
1,764,1,2,3,3,1,4,5,5,1,2,1,4,2013,1
1,676,1,3,3,3,8,4,2,9,2,4,1,4,2014,0
2,866,1,1,3,3,2,4,5,5,1,2,1,4,2010,1
2,447,1,2,1,2,1,4,5,9,1,5,1,9,2008,1
2,800,1,2,2,3,2,4,5,5,2,1,1,4,2015,1
1,257,0,2,2,3,2,4,5,9,2,4,1,4,2009,1
1,575,1,3,3,1,1,4,7,9,2,4,1,3,2014,0
2,668,1,2,3,3,2,4,5,5,1,2,1,9,2009,1
1,84,1,1,3,3,2,4,5,5,1,2,1,4,2011,1
1,73,1,1,2,3,2,4,5,9,1,4,1,4,2012,1
1,281,1,1,3,3,8,4,5,5,1,2,1,4,2011,0
2,433,1,1,3,3,1,4,5,5,1,2,1,4,2010,1
2,184,0,1,2,3,1,4,5,5,1,2,1,4,2014,0
2,837,1,2,3,3,1,4,5,9,1,5,1,9,2009,0
1,917,1,1,2,2,2,4,5,9,1,4,1,4,2009,1
1,460,1,1,2,3,2,4,5,9,1,4,1,4,2012,1
1,12,1,2,2,2,2,4,5,9,1,4,1,4,2008,1
1,331,1,2,1,3,8,4,5,5,1,2,1,4,2013,0
2,606,0,2,1,3,8,4,6,6,1,2,1,4,2015,0
1,265,1,3,3,2,1,4,2,9,2,4,1,4,2011,0
2,765,1,3,1,1,8,4,7,9,1,5,1,2,2008,0
1,116,1,3,3,2,2,4,5,9,2,4,1,4,2013,1
1,74,1,3,1,3,1,4,5,9,1,4,1,4,2015,0
1,873,1,2,3,3,8,4,7,5,1,2,1,4,2014,0
1,731,1,2,3,1,2,4,7,9,2,4,1,3,2008,1
1,793,1,3,2,3,1,4,7,9,1,4,1,4,2014,0
1,912,1,2,3,3,8,4,5,5,1,2,1,4,2011,0
1,982,1,2,2,3,2,4,5,9,1,4,1,4,2011,1
1,351,1,2,3,3,8,4,7,5,1,2,1,4,2010,0
1,10,0,1,2,1,2,4,5,9,2,4,1,3,2009,1
1,722,1,1,3,3,2,4,5,5,1,2,1,4,2009,1
1,51,1,2,3,1,2,4,5,5,1,2,1,3,2009,1
1,282,1,2,2,3,1,4,5,9,2,4,1,4,2008,1
1,133,1,1,2,3,2,4,5,9,2,4,1,4,2015,1
1,474,1,2,2,3,2,4,5,5,1,2,1,4,2011,1
2,923,1,3,3,3,8,4,2,9,2,5,1,9,2009,0
2,787,1,2,3,3,2,4,5,5,1,2,1,4,2015,1
2,673,1,2,2,9,2,4,9,9,9,5,1,9,2008,1
1,555,1,1,2,2,2,4,5,9,1,4,1,4,2009,1
2,731,1,3,3,3,8,4,5,5,2,1,1,4,2012,0
1,82,1,2,3,3,8,4,5,5,1,2,1,4,2009,0
1,2,1,3,2,3,1,4,7,9,1,4,1,4,2015,1
1,266,1,1,3,3,8,4,5,9,1,4,1,4,2011,0
1,358,1,3,3,3,1,4,2,2,2,2,1,4,2008,1
1,687,1,1,3,3,2,4,5,7,1,2,1,4,2011,1
1,352,1,2,3,3,8,4,2,2,1,2,1,4,2009,0
1,893,1,2,2,3,2,4,5,2,2,1,1,4,2012,1
1,79,1,2,1,2,1,4,5,9,1,4,1,1,2015,0
1,765,1,2,2,3,2,4,5,5,1,2,1,4,2009,1
1,645,1,1,2,3,2,4,5,5,1,2,1,4,2011,1
2,773,0,1,2,3,8,4,5,5,1,2,1,4,2013,0
1,614,1,1,3,3,2,4,5,5,1,2,1,4,2008,1
2,97,1,1,1,1,1,4,5,5,1,2,1,2,2013,1
1,356,1,3,3,3,2,4,2,9,1,4,1,4,2012,1
1,112,1,2,3,3,2,4,5,5,1,2,1,4,2013,1
1,542,1,3,3,3,1,4,5,9,1,4,1,4,2008,0
1,295,1,3,2,3,1,4,5,5,1,2,4,4,2014,1
1,737,1,2,3,3,2,4,5,6,1,2,1,4,2011,1
2,549,1,2,3,3,2,4,5,9,1,5,1,4,2013,1
2,583,1,3,3,3,1,4,7,7,1,2,1,4,2015,0
2,441,1,2,3,3,8,4,9,9,1,5,1,4,2015,0
2,428,1,2,3,3,2,4,5,5,1,2,1,4,2010,1
2,23,1,3,2,3,8,4,5,5,1,2,1,4,2012,0
1,242,1,2,3,3,1,4,5,9,1,4,1,4,2012,1
1,172,1,2,1,3,1,4,5,5,1,2,1,4,2013,1
2,81,0,1,2,2,2,4,5,5,1,2,1,9,2009,1
2,898,1,2,3,3,8,4,5,9,1,5,1,4,2015,0
1,130,0,1,1,3,8,4,5,5,1,2,1,4,2009,0
2,204,1,1,2,1,2,4,5,5,1,2,1,3,2010,1
2,970,1,3,3,3,1,4,5,5,1,2,1,4,2014,0
1,908,0,1,2,3,8,4,5,5,1,2,1,4,2015,0
2,217,1,3,1,1,8,4,5,9,2,5,1,2,2013,0
1,926,1,1,2,2,1,4,5,9,1,4,1,4,2009,1
1,961,1,1,3,3,8,4,5,7,1,2,1,4,2010,0
2,998,1,1,3,3,2,4,9,9,3,5,1,4,2012,1
1,289,1,3,1,1,1,4,9,9,1,2,1,1,2008,1
1,994,1,2,3,3,8,4,5,5,2,1,1,4,2010,0
2,397,1,3,2,9,2,4,9,9,9,5,1,9,2008,1
1,278,1,2,3,3,2,4,5,9,1,4,1,4,2012,1
1,73,0,3,2,2,1,4,7,9,1,4,1,4,2010,0
2,218,1,2,2,1,8,4,5,5,1,1,1,3,2011,0
1,975,1,2,3,3,2,4,5,5,1,2,1,4,2013,1
2,156,1,2,3,3,1,4,9,9,2,5,1,4,2014,1
1,233,1,1,3,3,1,4,5,5,1,2,1,4,2013,1
2,810,1,2,2,3,2,4,5,9,1,5,1,4,2011,1
1,176,1,1,2,1,8,4,5,9,2,4,1,3,2010,0
2,391,1,1,3,2,1,4,5,5,1,2,1,4,2015,0
1,724,1,3,3,3,1,4,9,9,1,2,1,4,2010,1
2,574,1,1,1,2,1,4,5,9,2,5,1,1,2015,1
1,590,1,2,3,3,8,4,5,5,1,2,1,4,2009,0
1,256,1,2,1,3,2,4,5,5,1,2,1,4,2009,1
2,919,1,3,3,3,2,4,2,2,1,2,1,4,2014,1
2,625,1,2,3,1,2,4,5,9,2,5,1,3,2013,1
1,658,1,3,3,3,2,4,2,9,1,4,1,4,2012,1
1,974,1,1,2,3,8,4,5,9,1,4,1,4,2009,0
1,464,1,3,2,9,2,4,5,5,2,1,2,0,2012,1
1,645,1,3,3,3,2,4,7,9,1,4,1,4,2012,1
2,645,1,3,1,2,1,1,9,9,9,5,1,1,2013,0
1,590,1,2,2,2,2,4,5,9,1,4,1,4,2009,1
1,275,1,2,2,3,2,4,7,9,1,4,1,4,2014,1
1,918,1,2,2,1,8,4,9,9,2,4,1,3,2009,0
1,649,1,2,2,2,1,4,5,9,2,4,1,4,2008,0
1,738,1,3,2,2,1,4,7,9,1,4,1,4,2009,1
2,143,1,3,3,3,2,4,2,2,1,2,1,4,2010,1
1,477,1,1,2,3,8,4,5,5,2,1,1,4,2009,0
2,931,1,2,3,3,1,4,5,9,2,5,1,9,2009,1
1,804,1,1,2,1,1,4,5,9,1,4,1,3,2009,0
2,560,1,1,3,3,2,4,5,5,1,2,1,4,2010,1
1,207,1,2,3,3,1,4,5,9,1,4,1,4,2013,1
1,637,1,2,3,3,2,4,9,9,1,2,1,4,2009,1
2,455,1,1,3,2,2,4,9,9,3,5,2,4,2015,1
1,495,0,2,2,3,1,4,9,9,3,3,1,4,2009,1
2,721,1,2,3,2,1,4,5,9,1,5,1,9,2008,1
2,765,1,3,1,3,1,4,5,5,2,2,1,4,2013,0
1,154,1,2,3,3,8,4,5,5,1,2,1,4,2009,0
2,503,1,2,3,3,8,4,5,5,1,2,1,9,2009,0
1,390,1,1,2,2,8,4,5,9,2,4,1,4,2010,0
1,905,1,2,3,3,2,4,5,5,2,1,1,4,2011,1
1,758,1,2,2,1,2,4,5,5,1,2,1,3,2015,1
1,434,1,2,3,3,8,4,5,5,1,2,1,4,2013,0
1,997,1,1,2,2,2,4,5,5,1,2,1,4,2009,1
2,4,1,2,2,3,8,4,5,5,2,1,1,4,2010,0
1,28,1,2,3,3,2,4,5,5,1,2,1,4,2012,1
2,991,1,1,3,3,8,4,5,5,1,2,1,4,2013,0
